CIDADE,REG_ADM,ANO,MES,DESC_MES,SEXO,TURNO,TIPO,VEIC,FAIX_ETAR,IDADE,HORA,VITIMA,LOCAL,DIA_SEM,VIA,LAT,LONG,NOME,geometry
SUZANO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,OUTROS,BICICLETA,75-79,76,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.498655,-46.27686,RUA ORESTES XIMENES,POINT (-5151516.49071161 -2692434.954171347)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,OUTROS,MOTOCICLETA,25-29,26,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.699216,-46.548962,RUA DOS VIANAS,POINT (-5181806.746795441 -2716798.868378102)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.552789999999998,-46.611342,AVENIDA ALCANTARA MACHADO,POINT (-5188750.856631127 -2699007.542285237)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,NAO DISPONIVEL,AUTOMOVEL,45-49,48,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.635379,-46.648005,AVENIDA PEDRO BUENO,POINT (-5192832.163122079 -2709039.979873781)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,75-79,75,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.494933,-46.407939,AVENIDA MARECHAL TITO,POINT (-5166108.138245302 -2691983.161451756)
GUARULHOS,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,0-17,1,,PEDESTRE,PRIVADO,SEXTA,Vias Municipais,-23.425054,-46.51517,RUA ANHUMAS,POINT (-5178045.038562554 -2683503.306670389)
JACAREI,São José dos Campos,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,40-44,40,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.275129999999997,-45.953303000000005,RUA MARANHÃO,POINT (-5115498.29022901 -2665325.04075729)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,AUTOMOVEL,18-24,23,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.634024,-46.668627,AVENIDA JORNALISTA ROBERTO MARINHO,POINT (-5195127.793661217 -2708875.33125182)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,80 ou mais,80,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.491774,-46.695805,AVENIDA ITABERABA,POINT (-5198153.234781997 -2691599.718156131)
SANTOS,Baixada Santista,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,80 ou mais,83,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.969679,-46.333184,Avenida Presidente Wilson,POINT (-5157786.449711049 -2749713.798552912)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,NAO DISPONIVEL,MOTOCICLETA,25-29,29,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.699539,-46.780355,ESTRADA DO M'BOI MIRIM,POINT (-5207565.297728568 -2716838.136143658)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,NAO DISPONIVEL,NAO DISPONIVEL,25-29,26,,NAO DISPONIVEL,PUBLICO,SEXTA,Vias Municipais,-23.695762,-46.714853999999995,AVENIDA ATLÂNTICA,POINT (-5200273.75976212 -2716378.964662852)
SANTO ANDRE,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,TARDE,OUTROS,ONIBUS,75-79,78,,PASSAGEIRO,PUBLICO,SEGUNDA,Vias Municipais,-23.667328,-46.489551,AVENIDA SÃO PAULO,POINT (-5175193.144527921 -2712922.657554034)
DIADEMA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,60-64,61,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.697762,-46.608146999999995,AVENIDA DONÁ RUICE FERRAZ ALVIN,POINT (-5188395.190858042 -2716622.103850289)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,NOITE,CHOQUE,AUTOMOVEL,65-69,67,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.775865,-46.589939,RUA MATO GROSSO,POINT (-5186368.285569676 -2726119.971168678)
JANDIRA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,35-39,37,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.542501,-46.898771,RUA AÍLTON ESTEVES DE MELO,POINT (-5220747.306550346 -2697758.13566578)
SALTO,Sorocaba,2017,10,OUTUBRO,MASCULINO,TARDE,OUTROS,MOTOCICLETA,18-24,20,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.169629999999998,-47.313119,AVENIDA JOSÉ MARIA MARQUÊS DE OLIVEIRA,POINT (-5266872.314921557 -2652545.447361143)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,45-49,48,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.587951999999998,-46.73236,AVENIDA ELISEU DE ALMEIDA,POINT (-5202222.518767947 -2703278.048160876)
GUARULHOS,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,18-24,19,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.460553,-46.470436,AVENIDA SANTOS DUMONT,POINT (-5173065.272461409 -2687810.568788441)
PRAIA GRANDE,Baixada Santista,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,35-39,35,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-24.013408,-46.451797,AVENIDA DOUTOR ROBERTO DE ALMEIDA VINHAS,POINT (-5170990.388472512 -2755042.017666252)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,50-54,50,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.571602,-46.490629999999996,RUA LUIS NORBERTO FREIRE,POINT (-5175313.258258489 -2701292.160783398)
MAUA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,18-24,20,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.697542000000002,-46.484332,ESTRADA DE GUARACIABA,POINT (-5174612.168105471 -2716595.358357328)
GUARUJA,Baixada Santista,2017,10,OUTUBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,30-34,30,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.978385,-46.224371000000005,AVENIDA DOM PEDRO I,POINT (-5145673.441959362 -2750774.448633337)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,30-34,31,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.594164000000003,-46.583881,AVENIDA DOUTOR FRANCISCO MESQUITA   DIVI,POINT (-5185693.912094452 -2704032.628761037)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,60-64,62,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.574177,-46.610941,AVENIDA DOM PEDRO I,POINT (-5188706.217515316 -2701604.906454497)
GUARULHOS,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,BICICLETA,25-29,28,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.477903,-46.389653,ESTRADA DO ITAIM,POINT (-5164072.550036655 -2689916.147891541)
MOGI DAS CRUZES,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,BICICLETA,50-54,50,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.50233,-46.190857,AVENIDA LOTHAR WALDEMAR HOEHNE,POINT (-5141942.680544917 -2692881.054344315)
CARAPICUIBA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,AUTOMOVEL,18-24,19,,PASSAGEIRO,PUBLICO,QUINTA,Vias Municipais,-23.542244,-46.834638,AVENIDA INOCÊNCIO SERÁFICO,POINT (-5213608.053647301 -2697726.929073875)
EMBU DAS ARTES,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,75-79,75,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.664957,-46.799931,ESTRADA ITAPECERICA A CAMPO LIMPO,POINT (-5209744.488080338 -2712634.483598535)
SANTOS,Baixada Santista,2017,10,OUTUBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,55-59,58,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.972436,-46.310644,AVENIDA AVENIDA ALMIRANTE COCHRANE,POINT (-5155277.308388569 -2750049.675507423)
SUZANO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,25-29,28,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.495573,-46.294467,RUA GUILHERME GARIJO,POINT (-5153476.492986007 -2692060.846556457)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,18-24,22,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.486082,-46.458369,RUA NOVA UNIAO,POINT (-5171721.980166006 -2690908.839406157)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.590072,-46.736148,AVENIDA ELISEU DE ALMEIDA,POINT (-5202644.196999071 -2703535.563602957)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,35-39,38,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.585867,-46.730257,AVENIDA ELISEU DE ALMEIDA,POINT (-5201988.41387881 -2703024.788210923)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,COLISAO,BICICLETA,25-29,29,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.538579000000002,-46.603743,AVENIDA CELSO GARCIA,POINT (-5187904.939820587 -2697281.907852319)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,25-29,29,,PASSAGEIRO,PUBLICO,TERÇA,Vias Municipais,-23.558472000000002,-46.514705,AVENIDA ARICANDUVA,POINT (-5177993.274999337 -2699697.556834007)
RIBEIRAO PIRES,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,65-69,69,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.709249,-46.428536,AVENIDA ROTARY,POINT (-5168400.985797171 -2718018.645927483)
JUNDIAI,Campinas,2017,10,OUTUBRO,MASCULINO,MANHA,COLISAO,BICICLETA,35-39,38,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.155801,-46.935193,AVENIDA YAMASHITA YUKIO,POINT (-5224801.785044019 -2650871.038529023)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,MADRUGADA,CHOQUE,AUTOMOVEL,25-29,25,,PASSAGEIRO,PUBLICO,SEGUNDA,Vias Municipais,-23.406469,-46.735039,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,POINT (-5202520.743683781 -2681248.7616302)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,35-39,35,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.406469,-46.735039,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,POINT (-5202520.743683781 -2681248.7616302)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,MADRUGADA,CHOQUE,AUTOMOVEL,0-17,1,,PASSAGEIRO,PUBLICO,SEGUNDA,Vias Municipais,-23.406469,-46.735039,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,POINT (-5202520.743683781 -2681248.7616302)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,18-24,19,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.738576000000002,-46.691897,AVENIDA DONA BELMIRA MARIN,POINT (-5197718.198211976 -2721584.65951787)
ARUJA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,40-44,44,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.381306,-46.323941,AVENIDA D,POINT (-5156757.523657649 -2678196.744234361)
ATIBAIA,Campinas,2017,10,OUTUBRO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,45-49,47,,PASSAGEIRO,PUBLICO,SÁBADO,Vias Municipais,-23.113651,-46.599118,ESTRADA HISAICHI TAKE BAIASHI,POINT (-5187390.087175669 -2645768.601958875)
SANTO ANDRE,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,25-29,28,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.678748000000002,-46.512609000000005,AVENIDA IBIRAPITANGA,POINT (-5177759.949346635 -2714310.730178379)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,25-29,29,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.470263,-46.653724,AVENIDA PARADA PINTO,POINT (-5193468.799289925 -2688988.930820265)
SANTO ANDRE,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,75-79,77,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.616653,-46.528511,RUA RIO CLARO,POINT (-5179530.151889227 -2706764.698966213)
MAUA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,75-79,79,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.660311,-46.42926,RUA ESPÍRITO SANTO,POINT (-5168481.581108503 -2712069.818786176)
RIBEIRAO PIRES,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,25-29,29,,PASSAGEIRO,PUBLICO,DOMINGO,Vias Municipais,-23.638104000000002,-46.39356,ESTRADA DE SAPOPEMBA,POINT (-5164507.475287184 -2709371.104955676)
RIBEIRAO PIRES,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,35-39,35,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.638104000000002,-46.39356,ESTRADA DE SAPOPEMBA,POINT (-5164507.475287184 -2709371.104955676)
DIADEMA,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,MADRUGADA,COLISAO,AUTOMOVEL,25-29,27,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.659989000000003,-46.621036,AVENIDA CURIÓ,POINT (-5189829.987774876 -2712030.68434459)
INDAIATUBA,Campinas,2017,10,OUTUBRO,MASCULINO,TARDE,NAO DISPONIVEL,MOTOCICLETA,18-24,21,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.117335999999998,-47.179643,Avenida Coronel Antonio Estanislau do Amaral,POINT (-5252013.834568434 -2646214.622909155)
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,FEMININO,TARDE,CHOQUE,AUTOMOVEL,70-74,73,,NAO DISPONIVEL,PUBLICO,QUINTA,Rodovias,-23.80462925,-46.71446501,SP 021,POINT (-5200230.457593394 -2729619.340039372)
JUNDIAI,Campinas,2017,10,OUTUBRO,MASCULINO,MADRUGADA,OUTROS,MOTOCICLETA,18-24,22,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.191429,-46.873915999999994,VIADUTO SPERANDIO PELLICIARI,POINT (-5217980.460606678 -2655185.211330951)
MAIRIPORA,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,60-64,63,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.293544,-46.581407,RUA ALIPIO LEME,POINT (-5185418.507674228 -2667556.630897459)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,COLISAO,AUTOMOVEL,35-39,36,,PASSAGEIRO,PUBLICO,DOMINGO,Vias Municipais,-23.539323,-46.642722,RUA CONSELHEIRO NEBIAS,POINT (-5192244.062252219 -2697372.246764215)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,MADRUGADA,CHOQUE,MOTOCICLETA,50-54,53,,NAO DISPONIVEL,PUBLICO,TERÇA,Vias Municipais,-23.544757,-46.647928,RUA AMARAL GURGEL,POINT (-5192823.591521288 -2698032.076304078)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,50-54,50,,NAO DISPONIVEL,PUBLICO,TERÇA,Vias Municipais,-23.544757,-46.647928,RUA AMARAL GURGEL,POINT (-5192823.591521288 -2698032.076304078)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,NOITE,OUTROS,AUTOMOVEL,45-49,46,,PASSAGEIRO,PUBLICO,DOMINGO,Vias Municipais,-23.537669,-46.626393,AVENIDA DO ESTADO,POINT (-5190426.326287056 -2697171.413372566)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,74,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.599179,-46.637648999999996,RUA TENENTE GOMES RIBEIRO,POINT (-5191679.338475423 -2704641.834112647)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,OUTROS,MOTOCICLETA,18-24,18,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.668933,-46.773098,AVENIDA COMENDADOR SANTANNA,POINT (-5206757.452183883 -2713117.733991087)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NAO DISPONIVEL,NAO DISPONIVEL,AUTOMOVEL,18-24,24,,PASSAGEIRO,PUBLICO,SEGUNDA,Vias Municipais,-23.659609,-46.775225,ESTRADA DE ITAPECERICA,POINT (-5206994.228740798 -2711984.500966057)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,45-49,47,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.510514,-46.709962,AVENIDA EMBAIXADOR MACEDO SOARES,POINT (-5199729.184813158 -2693874.53682971)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,25-29,26,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.526839000000002,-46.708335999999996,RUA TITO,POINT (-5199548.179321129 -2695856.466314842)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,25-29,28,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.608175,-46.563596000000004,RUA SAO RAIMUNDO,POINT (-5183435.79622371 -2705734.696348241)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NAO DISPONIVEL,NAO DISPONIVEL,NAO DISPONIVEL,60-64,63,,NAO DISPONIVEL,PUBLICO,SEGUNDA,Vias Municipais,-23.492144,-46.624517,RUA DOUTOR ZUQUIM,POINT (-5190217.490922327 -2691644.628734944)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,45-49,45,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.519308,-46.440656,RUA CARDON,POINT (-5169750.178025587 -2694942.138017352)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.611325,-46.677638,AVENIDA SANTO AMARO,POINT (-5196130.893592756 -2706117.385933281)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,TARDE,OUTROS,MOTOCICLETA,25-29,26,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.488996,-46.749658000000004,AVENIDA MUTINGA,POINT (-5204148.12331969 -2691262.528701179)
OSASCO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.49409163,-46.75879955,SP 330,POINT (-5205165.756010748 -2691881.034031077)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,80 ou mais,81,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.465685,-46.597108,RUA DAS IMBIRAS,POINT (-5187166.334999173 -2688433.354480669)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,25-29,26,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.476342000000002,-46.595346,AVENIDA GUAPIRA,POINT (-5186970.190056396 -2689726.695117397)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,60-64,60,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.509629,-46.457322999999995,AVENIDA JACU PESSEGO NOVA TRABALHADORES,POINT (-5171605.539978635 -2693767.100813161)
SAO PAULO,Metropolitana de S??o Paulo,2017,11,NOVEMBRO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,70-74,70,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.601857,-46.40081,RUA MANOEL CAMPOS,POINT (-5165314.541595438 -2704967.158096568)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,40-44,40,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.618163,-46.70062,AVENIDA MORUMBI,POINT (-5198689.238130168 -2706948.157708887)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,NAO DISPONIVEL,MOTOCICLETA,18-24,20,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.650923000000002,-46.760156,AVENIDA CARLOS CALDEIRA FILHO,POINT (-5205316.755334035 -2710928.882747365)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,COLISAO,BICICLETA,25-29,28,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.628186,-46.735964,AVENIDA GIOVANNI GRONCHI,POINT (-5202623.714212767 -2708165.964274478)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MANHA,CHOQUE,MOTOCICLETA,25-29,25,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.531299,-46.666959999999996,RUA LINCOLN ALBUQUERQUE,POINT (-5194942.224070065 -2696397.973416303)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,OUTROS,MOTOCICLETA,30-34,30,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.517917999999998,-46.678752,PRACA JOSE VIEIRA DE CARVALHO MESQUITA,POINT (-5196254.9035055 -2694773.385757454)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,35-39,35,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.537836,-46.741175,SP 015,POINT (-5203203.80007929 -2697191.690873666)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,18-24,23,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.619119,-46.592477,ESTRADA DAS LAGRIMAS,POINT (-5186650.81443731 -2707064.308840258)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,25-29,25,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.586688,-46.514179,AVENIDA DA BARREIRA GRANDE,POINT (-5177934.720947178 -2703124.512631796)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,MADRUGADA,ATROPELAMENTO,PEDESTRE,30-34,31,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.66597,-46.657072,AVENIDA CUPECE,POINT (-5193841.496945102 -2712757.604096534)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,70-74,71,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.695358,-46.778152,RUA MIGUEL DIONIZIO VALE,POINT (-5207320.060890353 -2716329.850999204)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,40-44,40,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.724465,-46.699585,AVENIDA SENADOR TEOTONIO VILELA,POINT (-5198574.022457197 -2719868.733776982)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,70-74,73,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.722564000000002,-46.704706,RUA VIRGINIA MARIA DA CONCEICAO,POINT (-5199144.089569549 -2719637.582583917)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80 ou mais,85,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.879995,-46.741296000000006,ESTRADA ENGENHEIRO MARSILAC,POINT (-5203217.269737675 -2738791.781010915)
SAO PAULO,Metropolitana de São Paulo,2017,11,NOVEMBRO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,70,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.775617999999998,-46.697615,AVENIDA PAULO GUILGUER REIMBERG,POINT (-5198354.723060334 -2726089.925272563)
