CIDADE,REG_ADM,ANO,MES,DESC_MES,SEXO,TURNO,TIPO,VEIC,FAIX_ETAR,IDADE,HORA,VITIMA,LOCAL,DIA_SEM,VIA,LAT,LONG,NOME,geometry
SAO PAULO,Metropolitana de São Paulo,2017,10,OUTUBRO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,65-69,66,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.466729,-46.583952000000004,AVENIDA GUAPIRA,POINT (-5185701.815778298 -2688560.05040307)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,OUTROS,MOTOCICLETA,45-49,47,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.459970000000002,-46.585516999999996,Avenida Paulo Lincoln do Vale Pontim,POINT (-5185876.030781391 -2687739.821282733)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,73,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.462305999999998,-46.582995000000004,RUA ANTONIO CESAR NETO,POINT (-5185595.28302561 -2688023.298590775)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,25-29,25,,NAO DISPONIVEL,PUBLICO,SEGUNDA,Vias Municipais,-23.528267,-46.587990999999995,AVENIDA MORVAN DIAS DE FIGUEREDO,POINT (-5186151.435201611 -2696029.843721197)
FERRAZ DE VASCONCELOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,18-24,20,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.5476395,-46.38755,RUA IJIMA,POINT (-5163838.445147517 -2698382.098165438)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MADRUGADA,ATROPELAMENTO,PEDESTRE,18-24,22,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.488592,-46.331713,SP 021,POINT (-5157622.698740093 -2691213.492381582)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,35-39,36,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.686585,-46.780218,Rua Abilho Cesar,POINT (-5207550.046958329 -2715263.36825254)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,35-39,38,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.586919,-46.677147999999995,RUA JOÃO CACHOEIRA,POINT (-5196076.347042267 -2703152.571625167)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,COLISAO,MOTOCICLETA,18-24,21,,PASSAGEIRO,PUBLICO,QUARTA,Vias Municipais,-23.467681,-46.678684000000004,Avenida Padre Orlando Garcia da Silveira,POINT (-5196247.333780128 -2688675.582424312)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,OUTROS,AUTOMOVEL,75-79,75,,CONDUTOR,PUBLICO,SEGUNDA,Rodovias,-23.42522386,-46.57364538,BR 381,POINT (-5184554.488088097 -2683523.913835775)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,MOTOCICLETA,25-29,27,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.661054,-46.764860999999996,Rua Paulino Vital de Moraes,POINT (-5205840.513538218 -2712160.120054817)
SALTO,Sorocaba,2016,8,AGOSTO,MASCULINO,MADRUGADA,OUTROS,AUTOMOVEL,25-29,28,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.17959713,-47.2844866,SP 075,POINT (-5263684.970733368 -2653752.370036739)
ITU,Sorocaba,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,CONDUTOR,PUBLICO,DOMINGO,Rodovias,-23.40250936,-47.3276849,SP 280,POINT (-5268493.783492502 -2680768.458896545)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,FEMININO,NAO DISPONIVEL,COLISAO,MOTOCICLETA,30-34,31,,PASSAGEIRO,PUBLICO,SEGUNDA,Vias Municipais,-23.173820000000003,-45.816306,AVENIDA PEDRO FRIGGI,POINT (-5100247.853948805 -2653052.804732307)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,BICICLETA,18-24,20,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.240476,-45.917079,Rua George Eastman,POINT (-5111465.852994515 -2661126.163540439)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,MOTOCICLETA,0-17,17,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.17061422,-45.77895555,Rua Airton Senna da Silva,POINT (-5096090.020873905 -2652664.622848663)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,45-49,48,,CONDUTOR,PUBLICO,QUARTA,Rodovias,-23.51099258,-46.55514887,SP 070,POINT (-5182495.466013446 -2693932.635129107)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,COLISAO,MOTOCICLETA,35-39,35,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.494479000000002,-46.390288,AVENIDA MARECHAL TITO,POINT (-5164143.237913308 -2691928.053809314)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,OUTROS,MOTOCICLETA,25-29,28,,CONDUTOR,PUBLICO,SEGUNDA,Vias Municipais,-23.619304,-46.592445,ESTRADA DAS LAGRIMAS,POINT (-5186647.252213606 -2707086.785883001)
SANTO ANDRE,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,30-34,34,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.74006649,-46.49007602,SP 021,POINT (-5175251.589486978 -2721765.916924396)
SAO BERNARDO DO CAMPO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,35-39,37,,CONDUTOR,PUBLICO,SEGUNDA,Rodovias,-23.70321472,-46.5615456,SP 150,POINT (-5183207.546739787 -2717285.007729622)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,25-29,25,,PEDESTRE,PUBLICO,DOMINGO,Rodovias,-23.47336,-46.495219,SP 070,POINT (-5175824.103401739 -2689364.787080806)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,35-39,36,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.486432,-46.306771999999995,ESTRADA PINHEIRINHO VELHO,POINT (-5154846.279320219 -2690951.320548792)
MIRACATU,Registro,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,70-74,70,,PEDESTRE,PUBLICO,QUARTA,Rodovias,-24.21889494,-47.36576892,BR 116,POINT (-5272733.277206264 -2780104.186683862)
CUBATAO,Baixada Santista,2016,8,AGOSTO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,45-49,49,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.887482000000002,-46.423862,AVENIDA PEDRO JOSÉ CARDOSO,POINT (-5167880.678497202 -2739703.282948938)
GUARUJA,Baixada Santista,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,BICICLETA,NAO DISPONIVEL,NAO DISPONIVEL,,NAO DISPONIVEL,PUBLICO,DOMINGO,Rodovias,-23.91633655,-46.28878668,SPA 248/055,POINT (-5152844.162656064 -2743216.662657529)
GUARUJA,Baixada Santista,2016,8,AGOSTO,MASCULINO,TARDE,NAO DISPONIVEL,NAO DISPONIVEL,45-49,48,,NAO DISPONIVEL,NAO DISPONIVEL,TERÇA,Vias Municipais,-23.968782,-46.279706,AVENIDA SANTOS DUMONT,POINT (-5151833.305982408 -2749604.521310668)
PRAIA GRANDE,Baixada Santista,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,30-34,31,,NAO DISPONIVEL,PUBLICO,DOMINGO,Vias Municipais,-24.075603,-46.588848999999996,AVENIDA MARGINAL,POINT (-5186246.947324713 -2762623.373896135)
SAO VICENTE,Baixada Santista,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,BICICLETA,45-49,48,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.965296,-46.379725,AVENIDA QUINTINO BOCAIUVA,POINT (-5162967.37013206 -2749179.845737561)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,80 ou mais,87,,PEDESTRE,NAO DISPONIVEL,SEXTA,Vias Municipais,-23.562051,-46.621604999999995,RUA LUIS GAMA,POINT (-5189893.328565138 -2700132.201165642)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,80 ou mais,81,,PEDESTRE,NAO DISPONIVEL,SÁBADO,Vias Municipais,-23.552992,-46.603265,RUA DOS TRILHOS,POINT (-5187851.72910399 -2699032.072386085)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.56747573,-46.61408559,Rua da Independência,POINT (-5189056.271672873 -2700791.018975385)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,35-39,39,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.707624,-46.712682,Avenida Atlantica,POINT (-5200031.973828117 -2717821.07766507)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,60-64,60,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.628733999999998,-46.644834,Avenida Jabaquara,POINT (-5192479.169016775 -2708232.549620854)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,45-49,45,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.642969,-46.736825,Estrada de Itapecerica,POINT (-5202719.560294339 -2709962.286690108)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,50-54,54,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.692421,-46.790186,AVENIDA GUARUJA,POINT (-5208659.679642559 -2715972.808958391)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,25-29,25,,PASSAGEIRO,PUBLICO,QUARTA,Vias Municipais,-23.488602,-46.576208,AVENIDA JARDIM JAPAO,POINT (-5184839.757641594 -2691214.706150057)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,COLISAO,AUTOMOVEL,55-59,57,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.423726000000002,-46.75264,ESTRADA SAO PAULO JUNDIAI,POINT (-5204480.078041233 -2683342.196575879)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,MOTOCICLETA,18-24,21,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.581738,-46.387190000000004,RUA INACIO MONTEIRO,POINT (-5163798.370130831 -2702523.260356324)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,AUTOMOVEL,45-49,47,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.568827,-46.524698,AVENIDA ALBERTO CAMUS,POINT (-5179105.690670834 -2700955.131051647)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,ATROPELAMENTO,PEDESTRE,75-79,75,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.721982999999998,-46.785028999999994,Estrada do M'Boi Mirim,POINT (-5208085.605028537 -2719566.936837002)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.577741,-46.715031,Avenida Eliseu de Almeida,POINT (-5200293.463311991 -2702037.780873433)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,55-59,59,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.660557,-46.644089,RUA SEPINS,POINT (-5192396.235996134 -2712099.716592196)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,60-64,62,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.696507999999998,-46.658209,Rua Rodrigues de Medeiros,POINT (-5193968.067206136 -2716469.65514418)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,NAO DISPONIVEL,MOTOCICLETA,35-39,36,,CONDUTOR,NAO DISPONIVEL,TERÇA,Rodovias,-23.79060527,-46.64317223,SP 021,POINT (-5192294.181626558 -2727913.129656207)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,QUINTA,Vias Municipais,-23.828571,-46.73118,ESTRADA ENGENHEIRO MARCILAC,POINT (-5202091.16176881 -2732532.609623319)
SOROCABA,Sorocaba,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,50,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.51070939,-47.35487879,SP 270,POINT (-5271520.99347999 -2693898.256614313)
MAIRINQUE,Sorocaba,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,45-49,45,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.4789,-47.203265,ESTRADA GOV MARIO COVAS,POINT (-5254643.423579953 -2690037.151252997)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,MASCULINO,MANHA,CHOQUE,AUTOMOVEL,0-17,15,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.248745,-45.885695,Avenida Cidade Jardim,POINT (-5107972.202095458 -2662127.9838293)
SAO JOSE DOS CAMPOS,São José dos Campos,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,45-49,48,,PEDESTRE,PUBLICO,QUARTA,Rodovias,-23.13549842,-45.75192692,BR 116,POINT (-5093081.207545466 -2648413.12476384)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,AUTOMOVEL,45-49,49,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.504587,-46.591803000000006,AVENIDA ALBERTO BYINGTON,POINT (-5186575.785100517 -2693155.032781179)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,45-49,46,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.558505,-46.521978999999995,AVENIDA DEZENOVE DE JANEIRO,POINT (-5178803.012975366 -2699701.564397406)
CAIEIRAS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,CHOQUE,AUTOMOVEL,50-54,51,,CONDUTOR,PUBLICO,QUINTA,Vias Municipais,-23.34908134,-46.75514524,Rua Floriano Peixoto,POINT (-5204758.960082349 -2674289.064995985)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MADRUGADA,CHOQUE,MOTOCICLETA,18-24,18,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.46887268,-46.51008466,BR 116,POINT (-5177478.941103243 -2688820.202505443)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,35-39,35,,PEDESTRE,PUBLICO,QUINTA,Rodovias,-23.47727639,-46.52771027,BR 116,POINT (-5179441.015033364 -2689840.09829305)
SANTA ISABEL,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NAO DISPONIVEL,COLISAO,MOTOCICLETA,18-24,21,,NAO DISPONIVEL,PUBLICO,QUARTA,Rodovias,-23.355066600000004,-46.24546093,SP 056,POINT (-5148021.162227828 -2675014.787563249)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,ATROPELAMENTO,PEDESTRE,60-64,60,,PEDESTRE,PUBLICO,TERÇA,Rodovias,-23.46927451,-46.40665698,SP 070,POINT (-5165965.424431716 -2688868.968145593)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.46933046,-46.39619293,SP 070,POINT (-5164800.571714081 -2688875.758186899)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,NAO DISPONIVEL,TARDE,COLISAO,MOTOCICLETA,18-24,18,,CONDUTOR,PUBLICO,QUARTA,Vias Municipais,-23.481966,-46.541697,AVENIDA GUARULHOS,POINT (-5180998.010694828 -2690409.269628428)
GUARULHOS,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,ATROPELAMENTO,PEDESTRE,45-49,45,,PEDESTRE,PUBLICO,QUARTA,Vias Municipais,-23.397225,-46.521437,AVENIDA PALMIRA ROSSI,POINT (-5178742.677811358 -2680127.490539547)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,25-29,25,,PASSAGEIRO,PUBLICO,DOMINGO,Rodovias,-23.46269125,-46.34544291,SP 070,POINT (-5159151.105329932 -2688070.049771651)
ITAQUAQUECETUBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,NAO DISPONIVEL,NAO DISPONIVEL,,PEDESTRE,PUBLICO,SEXTA,Rodovias,-23.4663424,-46.38582825,SP 070,POINT (-5163646.780814244 -2688513.133960939)
SUZANO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,CHOQUE,MOTOCICLETA,40-44,42,,CONDUTOR,PUBLICO,DOMINGO,Vias Municipais,-23.667932999999998,-46.284791999999996,ESTRADA KEIDA HARADA,POINT (-5152399.47691258 -2712996.190758393)
COTIA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,80 ou mais,80,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.65483293,-47.07505176,SP 250,POINT (-5240370.790990197 -2711404.051753633)
SAO LOURENCO DA SERRA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,CAMINHAO,35-39,35,,CONDUTOR,PUBLICO,TERÇA,Rodovias,-23.85551291,-46.94028335,BR 116,POINT (-5225368.440213977 -2735811.586380742)
ITAPECERICA DA SERRA,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NAO DISPONIVEL,NAO DISPONIVEL,MOTOCICLETA,25-29,25,,NAO DISPONIVEL,PUBLICO,QUARTA,Rodovias,-23.69162171,-46.81818151,SP 228,POINT (-5211776.125560257 -2715875.643126047)
JUQUITIBA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,60-64,61,,PEDESTRE,PUBLICO,QUARTA,Rodovias,-23.94567388,-47.09812415,BR 116,POINT (-5242939.197696381 -2746789.631067637)
ITAPECERICA DA SERRA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NAO DISPONIVEL,ATROPELAMENTO,PEDESTRE,50-54,50,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.721928,-46.852039000000005,RUA MANOEL MÁXIMINO DA ROSA,POINT (-5215545.124106595 -2719560.249218063)
ITAPEVI,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,51,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.53910496,-46.97161029,SP 274,POINT (-5228855.73922289 -2697345.771581777)
JANDIRA,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,ATROPELAMENTO,PEDESTRE,70-74,71,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.547102,-46.909085,RUA FRANCISCA MARIA BUENO,POINT (-5221895.455778387 -2698316.828979577)
JUQUITIBA,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MANHA,OUTROS,MOTOCICLETA,35-39,39,,PASSAGEIRO,PUBLICO,SEGUNDA,Rodovias,-23.94055555,-47.09062281,BR 116,POINT (-5242104.152347312 -2746166.215542689)
OSASCO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,CHOQUE,AUTOMOVEL,30-34,33,,CONDUTOR,PUBLICO,SÁBADO,Rodovias,-23.51077335,-46.80842638,SP 280,POINT (-5210690.189456034 -2693906.021182187)
GUARUJA,Baixada Santista,2016,8,AGOSTO,FEMININO,NOITE,COLISAO,MOTOCICLETA,0-17,17,,PASSAGEIRO,PUBLICO,SÁBADO,Vias Municipais,-23.960476999999997,-46.286497,Avenida Santos Dumont,POINT (-5152589.276644384 -2748592.798789663)
GUARUJA,Baixada Santista,2016,8,AGOSTO,MASCULINO,NOITE,COLISAO,MOTOCICLETA,18-24,20,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.960476999999997,-46.286497,Avenida Santos Dumont,POINT (-5152589.276644384 -2748592.798789663)
SAO VICENTE,Baixada Santista,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,75-79,79,,PEDESTRE,PUBLICO,SEXTA,Vias Municipais,-23.969051999999998,-46.3622,AVENIDA MANOEL DA NÓBREGA,POINT (-5161016.496055909 -2749637.414046044)
SANTOS,Baixada Santista,2016,8,AGOSTO,MASCULINO,MADRUGADA,COLISAO,AUTOMOVEL,18-24,23,,PASSAGEIRO,PUBLICO,SÁBADO,Vias Municipais,-23.948772,-46.339247,Avenida Senador Pinheiro Machado,POINT (-5158461.379783729 -2747166.995873344)
JUNDIAI,Campinas,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,60-64,61,,PEDESTRE,PUBLICO,SEGUNDA,Vias Municipais,-23.199680999999998,-46.875748,Avenida Fernando Arens,POINT (-5218184.397913814 -2656184.604847021)
JUNDIAI,Campinas,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,BICICLETA,65-69,68,,CONDUTOR,PUBLICO,SEXTA,Vias Municipais,-23.14318144,-46.99307228,ESTRADA O VAREJÃO,POINT (-5231244.877021099 -2649343.218951481)
JUNDIAI,Campinas,2016,8,AGOSTO,MASCULINO,NOITE,OUTROS,MOTOCICLETA,0-17,17,,CONDUTOR,PUBLICO,SÁBADO,Vias Municipais,-23.1273,-46.925762,RUA ADAMILSON FERREIRA,POINT (-5223751.930926346 -2647420.695840315)
ATIBAIA,Campinas,2016,8,AGOSTO,MASCULINO,MADRUGADA,ATROPELAMENTO,PEDESTRE,45-49,45,,PEDESTRE,PUBLICO,QUINTA,Rodovias,-23.10112045,-46.6029055,SP 065,POINT (-5187811.709747048 -2644252.034707367)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,25-29,26,,PEDESTRE,PUBLICO,DOMINGO,Vias Municipais,-23.542992,-46.635051000000004,AVENIDA PRESTES MAIA,POINT (-5191390.130438343 -2697817.756211316)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,18-24,18,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.548339000000002,-46.602901,AVENIDA ALCANTARA MACHADO,POINT (-5187811.208809339 -2698467.039579938)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,NOITE,ATROPELAMENTO,PEDESTRE,50-54,51,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.634122,-46.717518,Avenida das Nações Unidas,POINT (-5200570.314885592 -2708887.239360673)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,75-79,78,,PEDESTRE,PUBLICO,TERÇA,Vias Municipais,-23.663634,-46.708219,AVENIDA VITOR MANZINI,POINT (-5199535.154940706 -2712473.686990768)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,TARDE,COLISAO,MOTOCICLETA,18-24,22,,PASSAGEIRO,PUBLICO,DOMINGO,Vias Municipais,-23.668958,-46.633992,Avenida Engenheiro Armando de Arruda Pereira,POINT (-5191272.243097594 -2713120.772583819)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,FEMININO,MADRUGADA,OUTROS,AUTOMOVEL,0-17,15,,PASSAGEIRO,PUBLICO,SÁBADO,Vias Municipais,-23.713621,-46.770812,ESTRADA DA BARONESA,POINT (-5206502.975827929 -2718550.207956009)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,NOITE,ATROPELAMENTO,PEDESTRE,65-69,67,,PEDESTRE,PUBLICO,SÁBADO,Rodovias,-23.57325941,-46.71234141,SP 270,POINT (-5199994.059522747 -2701493.460197644)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,25-29,26,,PEDESTRE,PUBLICO,SÁBADO,Vias Municipais,-23.529062,-46.457384999999995,Avenida Jacu Pêssego,POINT (-5171612.441787066 -2696126.367672359)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,TARDE,COLISAO,AUTOMOVEL,45-49,45,,NAO DISPONIVEL,PUBLICO,DOMINGO,Vias Municipais,-23.490967,-46.744939,RUA JOAQUIM DE OLIVEIRA FREITAS,POINT (-5203622.806642636 -2691501.764979627)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MADRUGADA,CHOQUE,MOTOCICLETA,18-24,24,,CONDUTOR,PUBLICO,TERÇA,Vias Municipais,-23.466892,-46.692177,RUA JOAQUIM DE OLIVEIRA FREITAS,POINT (-5197749.367669401 -2688579.831561864)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,65-69,67,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.44933386,-46.56957188,BR 381,POINT (-5184101.028142352 -2686449.172210563)
SAO PAULO,Metropolitana de São Paulo,2016,8,AGOSTO,MASCULINO,MANHA,ATROPELAMENTO,PEDESTRE,25-29,29,,PEDESTRE,PUBLICO,SEGUNDA,Rodovias,-23.44933386,-46.56957188,BR 381,POINT (-5184101.028142352 -2686449.172210563)
